"topic_seed_id","series_id","series_name","entry_id","entry_label","mapped_person_concepts","entry_mapping_status","template_id","scene_focus","primary_need_id","topic_seed","generation_method","review_status"
"ST-0222","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“会共情”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0223","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“会共情”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0224","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T01","普通日常","NF-N1-03","“情绪价值高”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0225","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“情绪价值高”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0226","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“情绪价值高”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0227","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“情绪价值高”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0228","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T01","普通日常","NF-N1-03","“独立 / 给空间”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0229","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“独立 / 给空间”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0230","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“独立 / 给空间”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0231","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“独立 / 给空间”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0232","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T01","普通日常","NF-N1-03","“黏人 / 高陪伴”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0233","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“黏人 / 高陪伴”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0234","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T03","Crisis","NF-N1-07","真正需要对方的时候，“黏人 / 高陪伴”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0235","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“黏人 / 高陪伴”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0236","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T01","普通日常","NF-N1-03","“有边界感”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0237","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“有边界感”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0238","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“有边界感”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0239","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“有边界感”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0240","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T01","普通日常","NF-N1-03","“会道歉”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0241","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会道歉”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0242","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“会道歉”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0243","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“会道歉”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0244","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T01","普通日常","NF-N1-03","“会修复”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0245","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会修复”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0246","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“会修复”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0247","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“会修复”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0248","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T01","普通日常","NF-N1-03","“专一 / 忠诚”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0249","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“专一 / 忠诚”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0250","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“专一 / 忠诚”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0251","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“专一 / 忠诚”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0252","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T01","普通日常","NF-N1-03","“有仪式感”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0253","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“有仪式感”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0254","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“有仪式感”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0255","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“有仪式感”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0256","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T01","普通日常","NF-N1-03","“愿意分担”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0257","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“愿意分担”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0258","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“愿意分担”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0259","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“愿意分担”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0260","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T01","普通日常","NF-N1-03","“强势 / 喜欢做主”不是一句话：一个普通周末里，他具体会怎么做？","generated_series_seed","unreviewed"
"ST-0261","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“强势 / 喜欢做主”会变成什么具体行为？","generated_series_seed","unreviewed"
"ST-0262","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T03","Crisis","NF-N1-07","真正需要对方的时候，“强势 / 喜欢做主”还剩多少是行动，而不只是平时的感觉？","generated_series_seed","unreviewed"
"ST-0263","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T04","钱 / 家务 / 父母","NF-N1-11","当钱、家务和父母真的进来以后，“强势 / 喜欢做主”到底怎么落到共同生活？","generated_series_seed","unreviewed"
"ST-0264","S05","钱 / 现实条件系列","S05-E01","高收入","PF-A06","mapped","T01","条件代理","NF-N1-06","我想要「高收入」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0265","S05","钱 / 现实条件系列","S05-E01","高收入","PF-A06","mapped","T02","婚后生活","NF-N1-05","结婚以后，「高收入」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0266","S05","钱 / 现实条件系列","S05-E01","高收入","PF-A06","mapped","T03","条件变化","NF-N1-12","如果最初看重的「高收入」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0267","S05","钱 / 现实条件系列","S05-E01","收入稳定","PF-A06;PF-D05","mapped","T01","条件代理","NF-N1-06","我想要「收入稳定」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0268","S05","钱 / 现实条件系列","S05-E01","收入稳定","PF-A06;PF-D05","mapped","T02","婚后生活","NF-N1-05","结婚以后，「收入稳定」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0269","S05","钱 / 现实条件系列","S05-E01","收入稳定","PF-A06;PF-D05","mapped","T03","条件变化","NF-N1-12","如果最初看重的「收入稳定」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0270","S05","钱 / 现实条件系列","S05-E01","会赚钱","PF-E01;PF-A06","mapped","T01","条件代理","NF-N1-06","我想要「会赚钱」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0271","S05","钱 / 现实条件系列","S05-E01","会赚钱","PF-E01;PF-A06","mapped","T02","婚后生活","NF-N1-05","结婚以后，「会赚钱」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0272","S05","钱 / 现实条件系列","S05-E01","会赚钱","PF-E01;PF-A06","mapped","T03","条件变化","NF-N1-12","如果最初看重的「会赚钱」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0273","S05","钱 / 现实条件系列","S05-E01","有房","PF-A07","mapped","T01","条件代理","NF-N1-06","我想要「有房」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0274","S05","钱 / 现实条件系列","S05-E01","有房","PF-A07","mapped","T02","婚后生活","NF-N1-05","结婚以后，「有房」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0275","S05","钱 / 现实条件系列","S05-E01","有房","PF-A07","mapped","T03","条件变化","NF-N1-12","如果最初看重的「有房」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0276","S05","钱 / 现实条件系列","S05-E01","有车","PF-A07","mapped","T01","条件代理","NF-N1-06","我想要「有车」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0277","S05","钱 / 现实条件系列","S05-E01","有车","PF-A07","mapped","T02","婚后生活","NF-N1-05","结婚以后，「有车」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0278","S05","钱 / 现实条件系列","S05-E01","有车","PF-A07","mapped","T03","条件变化","NF-N1-12","如果最初看重的「有车」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0279","S05","钱 / 现实条件系列","S05-E01","家庭条件好","PF-A08","mapped","T01","条件代理","NF-N1-06","我想要「家庭条件好」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0280","S05","钱 / 现实条件系列","S05-E01","家庭条件好","PF-A08","mapped","T02","婚后生活","NF-N1-05","结婚以后，「家庭条件好」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0281","S05","钱 / 现实条件系列","S05-E01","家庭条件好","PF-A08","mapped","T03","条件变化","NF-N1-12","如果最初看重的「家庭条件好」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0282","S05","钱 / 现实条件系列","S05-E01","高学历","PF-A04","mapped","T01","条件代理","NF-N1-06","我想要「高学历」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0283","S05","钱 / 现实条件系列","S05-E01","高学历","PF-A04","mapped","T02","婚后生活","NF-N1-05","结婚以后，「高学历」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0284","S05","钱 / 现实条件系列","S05-E01","高学历","PF-A04","mapped","T03","条件变化","NF-N1-12","如果最初看重的「高学历」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0285","S05","钱 / 现实条件系列","S05-E01","名校","PF-A04","mapped","T01","条件代理","NF-N1-06","我想要「名校」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0286","S05","钱 / 现实条件系列","S05-E01","名校","PF-A04","mapped","T02","婚后生活","NF-N1-05","结婚以后，「名校」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0287","S05","钱 / 现实条件系列","S05-E01","名校","PF-A04","mapped","T03","条件变化","NF-N1-12","如果最初看重的「名校」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0288","S05","钱 / 现实条件系列","S05-E01","本地人","PF-B01","mapped","T01","条件代理","NF-N1-06","我想要「本地人」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0289","S05","钱 / 现实条件系列","S05-E01","本地人","PF-B01","mapped","T02","婚后生活","NF-N1-05","结婚以后，「本地人」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0290","S05","钱 / 现实条件系列","S05-E01","本地人","PF-B01","mapped","T03","条件变化","NF-N1-12","如果最初看重的「本地人」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0291","S05","钱 / 现实条件系列","S05-E01","年龄","PF-A03","mapped","T01","条件代理","NF-N1-06","我想要「年龄」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0292","S05","钱 / 现实条件系列","S05-E01","年龄","PF-A03","mapped","T02","婚后生活","NF-N1-05","结婚以后，「年龄」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0293","S05","钱 / 现实条件系列","S05-E01","年龄","PF-A03","mapped","T03","条件变化","NF-N1-12","如果最初看重的「年龄」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0294","S05","钱 / 现实条件系列","S05-E01","身高 / 身材","PF-A02","mapped","T01","条件代理","NF-N1-06","我想要「身高 / 身材」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0295","S05","钱 / 现实条件系列","S05-E01","身高 / 身材","PF-A02","mapped","T02","婚后生活","NF-N1-05","结婚以后，「身高 / 身材」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0296","S05","钱 / 现实条件系列","S05-E01","身高 / 身材","PF-A02","mapped","T03","条件变化","NF-N1-12","如果最初看重的「身高 / 身材」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0297","S05","钱 / 现实条件系列","S05-E01","婚史 / 有无孩子","PF-A09","mapped","T01","条件代理","NF-N1-06","我想要「婚史 / 有无孩子」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0298","S05","钱 / 现实条件系列","S05-E01","婚史 / 有无孩子","PF-A09","mapped","T02","婚后生活","NF-N1-05","结婚以后，「婚史 / 有无孩子」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0299","S05","钱 / 现实条件系列","S05-E01","婚史 / 有无孩子","PF-A09","mapped","T03","条件变化","NF-N1-12","如果最初看重的「婚史 / 有无孩子」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0300","S05","钱 / 现实条件系列","S05-E01","负债","PF-B05","mapped","T01","条件代理","NF-N1-06","我想要「负债」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0301","S05","钱 / 现实条件系列","S05-E01","负债","PF-B05","mapped","T02","婚后生活","NF-N1-05","结婚以后，「负债」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0302","S05","钱 / 现实条件系列","S05-E01","负债","PF-B05","mapped","T03","条件变化","NF-N1-12","如果最初看重的「负债」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0303","S05","钱 / 现实条件系列","S05-E01","工作稳定","PF-D05;PF-A05","mapped","T01","条件代理","NF-N1-06","我想要「工作稳定」，我真正想解决的到底是什么问题？","generated_series_seed","unreviewed"
"ST-0304","S05","钱 / 现实条件系列","S05-E01","工作稳定","PF-D05;PF-A05","mapped","T02","婚后生活","NF-N1-05","结婚以后，「工作稳定」会怎样改变房、钱、孩子和城市选择？","generated_series_seed","unreviewed"
"ST-0305","S05","钱 / 现实条件系列","S05-E01","工作稳定","PF-D05;PF-A05","mapped","T03","条件变化","NF-N1-12","如果最初看重的「工作稳定」后来发生变化，这段关系里真正留下的是什么？","generated_series_seed","unreviewed"
"ST-0306","S06","家庭 / 原生家庭系列","S06-E01","孝顺","PF-D08","mapped","T01","婚后边界","NF-N1-11","「孝顺」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0307","S06","家庭 / 原生家庭系列","S06-E01","孝顺","PF-D08","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「孝顺」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0308","S06","家庭 / 原生家庭系列","S06-E01","孝顺","PF-D08","mapped","T03","育儿","NF-N1-11","有孩子以后，「孝顺」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0309","S06","家庭 / 原生家庭系列","S06-E01","家庭观念强","PF-D02","mapped","T01","婚后边界","NF-N1-11","「家庭观念强」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0310","S06","家庭 / 原生家庭系列","S06-E01","家庭观念强","PF-D02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭观念强」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0311","S06","家庭 / 原生家庭系列","S06-E01","家庭观念强","PF-D02","mapped","T03","育儿","NF-N1-11","有孩子以后，「家庭观念强」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0312","S06","家庭 / 原生家庭系列","S06-E01","父母同城","PF-B03","mapped","T01","婚后边界","NF-N1-11","「父母同城」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0313","S06","家庭 / 原生家庭系列","S06-E01","父母同城","PF-B03","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母同城」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0314","S06","家庭 / 原生家庭系列","S06-E01","父母同城","PF-B03","mapped","T03","育儿","NF-N1-11","有孩子以后，「父母同城」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0315","S06","家庭 / 原生家庭系列","S06-E01","与父母同住","PF-B03;PF-B01","mapped","T01","婚后边界","NF-N1-11","「与父母同住」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0316","S06","家庭 / 原生家庭系列","S06-E01","与父母同住","PF-B03;PF-B01","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「与父母同住」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0317","S06","家庭 / 原生家庭系列","S06-E01","与父母同住","PF-B03;PF-B01","mapped","T03","育儿","NF-N1-11","有孩子以后，「与父母同住」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0318","S06","家庭 / 原生家庭系列","S06-E01","独生子女","PF-B02","mapped","T01","婚后边界","NF-N1-11","「独生子女」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0319","S06","家庭 / 原生家庭系列","S06-E01","独生子女","PF-B02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「独生子女」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0320","S06","家庭 / 原生家庭系列","S06-E01","独生子女","PF-B02","mapped","T03","育儿","NF-N1-11","有孩子以后，「独生子女」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0321","S06","家庭 / 原生家庭系列","S06-E01","兄弟姐妹多","PF-B02","editorial_seed","T01","婚后边界","NF-N1-11","「兄弟姐妹多」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0322","S06","家庭 / 原生家庭系列","S06-E01","兄弟姐妹多","PF-B02","editorial_seed","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「兄弟姐妹多」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0323","S06","家庭 / 原生家庭系列","S06-E01","兄弟姐妹多","PF-B02","editorial_seed","T03","育儿","NF-N1-11","有孩子以后，「兄弟姐妹多」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0324","S06","家庭 / 原生家庭系列","S06-E01","父母强势 / 介入多","PF-B03;PF-G04","needs_resolution","T01","婚后边界","NF-N1-11","「父母强势 / 介入多」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0325","S06","家庭 / 原生家庭系列","S06-E01","父母强势 / 介入多","PF-B03;PF-G04","needs_resolution","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母强势 / 介入多」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0326","S06","家庭 / 原生家庭系列","S06-E01","父母强势 / 介入多","PF-B03;PF-G04","needs_resolution","T03","育儿","NF-N1-11","有孩子以后，「父母强势 / 介入多」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0327","S06","家庭 / 原生家庭系列","S06-E01","父母开明","PF-B03;PF-G04","needs_resolution","T01","婚后边界","NF-N1-11","「父母开明」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0328","S06","家庭 / 原生家庭系列","S06-E01","父母开明","PF-B03;PF-G04","needs_resolution","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母开明」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0329","S06","家庭 / 原生家庭系列","S06-E01","父母开明","PF-B03;PF-G04","needs_resolution","T03","育儿","NF-N1-11","有孩子以后，「父母开明」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0330","S06","家庭 / 原生家庭系列","S06-E01","家庭关系紧密","PF-B02;PF-D02","mapped","T01","婚后边界","NF-N1-11","「家庭关系紧密」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0331","S06","家庭 / 原生家庭系列","S06-E01","家庭关系紧密","PF-B02;PF-D02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭关系紧密」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0332","S06","家庭 / 原生家庭系列","S06-E01","家庭关系紧密","PF-B02;PF-D02","mapped","T03","育儿","NF-N1-11","有孩子以后，「家庭关系紧密」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0333","S06","家庭 / 原生家庭系列","S06-E01","家庭关系简单","PF-B02","mapped","T01","婚后边界","NF-N1-11","「家庭关系简单」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0334","S06","家庭 / 原生家庭系列","S06-E01","家庭关系简单","PF-B02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭关系简单」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0335","S06","家庭 / 原生家庭系列","S06-E01","家庭关系简单","PF-B02","mapped","T03","育儿","NF-N1-11","有孩子以后，「家庭关系简单」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0336","S06","家庭 / 原生家庭系列","S06-E01","父母能帮带娃","PF-B03;PF-F09","mapped","T01","婚后边界","NF-N1-11","「父母能帮带娃」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0337","S06","家庭 / 原生家庭系列","S06-E01","父母能帮带娃","PF-B03;PF-F09","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母能帮带娃」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0338","S06","家庭 / 原生家庭系列","S06-E01","父母能帮带娃","PF-B03;PF-F09","mapped","T03","育儿","NF-N1-11","有孩子以后，「父母能帮带娃」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0339","S06","家庭 / 原生家庭系列","S06-E01","父母需要经济支持","PF-D08;PF-F09","mapped","T01","婚后边界","NF-N1-11","「父母需要经济支持」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
"ST-0340","S06","家庭 / 原生家庭系列","S06-E01","父母需要经济支持","PF-D08;PF-F09","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母需要经济支持」会变成什么现实责任？","generated_series_seed","unreviewed"
"ST-0341","S06","家庭 / 原生家庭系列","S06-E01","父母需要经济支持","PF-D08;PF-F09","mapped","T03","育儿","NF-N1-11","有孩子以后，「父母需要经济支持」是现实资源，还是也会带来新的协调成本？","generated_series_seed","unreviewed"
"ST-0342","S06","家庭 / 原生家庭系列","S06-E01","父母需要长期照护","PF-D08;PF-F09","mapped","T01","婚后边界","NF-N1-11","「父母需要长期照护」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","generated_series_seed","unreviewed"
