"topic_seed_id","series_id","series_name","entry_id","entry_label","mapped_person_concepts","entry_mapping_status","template_id","scene_focus","primary_need_id","topic_seed","generation_method","review_status"
"ST2-0217","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会沟通”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0218","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“会沟通”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0219","S04","相处 / 关系方式系列","S04-E01","会沟通","PF-E04;PF-G01","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“会沟通”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0220","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T01","普通日常","NF-N1-03","“会共情”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0221","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会共情”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0222","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“会共情”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0223","S04","相处 / 关系方式系列","S04-E01","会共情","PF-E04;PF-G01","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“会共情”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0224","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T01","普通日常","NF-N1-03","“情绪价值高”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0225","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“情绪价值高”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0226","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“情绪价值高”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0227","S04","相处 / 关系方式系列","S04-E01","情绪价值高","PF-G01","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“情绪价值高”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0228","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T01","普通日常","NF-N1-03","“独立 / 给空间”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0229","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“独立 / 给空间”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0230","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“独立 / 给空间”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0231","S04","相处 / 关系方式系列","S04-E01","独立 / 给空间","PF-D04;PF-F02","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“独立 / 给空间”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0232","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T01","普通日常","NF-N1-03","“黏人 / 高陪伴”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0233","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“黏人 / 高陪伴”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0234","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“黏人 / 高陪伴”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0235","S04","相处 / 关系方式系列","S04-E01","黏人 / 高陪伴","PF-F02","needs_resolution","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“黏人 / 高陪伴”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0236","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T01","普通日常","NF-N1-03","“有边界感”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0237","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“有边界感”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0238","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“有边界感”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0239","S04","相处 / 关系方式系列","S04-E01","有边界感","PF-G04","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“有边界感”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0240","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T01","普通日常","NF-N1-03","“会道歉”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0241","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会道歉”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0242","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T03","压力 / 行动","NF-N1-07","做错事情以后，会道歉当然重要；真正要看的，是道歉以后下一次有没有变化。","series_seed_v0.2","unreviewed"
"ST2-0243","S04","相处 / 关系方式系列","S04-E01","会道歉","PF-G06","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“会道歉”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0244","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T01","普通日常","NF-N1-03","“会修复”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0245","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“会修复”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0246","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T03","压力 / 行动","NF-N1-07","关系真正破掉一次以后，“会修复”到底要做到哪些具体事情？","series_seed_v0.2","unreviewed"
"ST2-0247","S04","相处 / 关系方式系列","S04-E01","会修复","PF-G06","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“会修复”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0248","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T01","普通日常","NF-N1-03","“专一 / 忠诚”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0249","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“专一 / 忠诚”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0250","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“专一 / 忠诚”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0251","S04","相处 / 关系方式系列","S04-E01","专一 / 忠诚","PF-G08;PF-D07","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“专一 / 忠诚”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0252","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T01","普通日常","NF-N1-03","“有仪式感”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0253","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“有仪式感”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0254","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“有仪式感”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0255","S04","相处 / 关系方式系列","S04-E01","有仪式感","PF-F07","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“有仪式感”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0256","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T01","普通日常","NF-N1-03","“愿意分担”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0257","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“愿意分担”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0258","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“愿意分担”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0259","S04","相处 / 关系方式系列","S04-E01","愿意分担","PF-G03","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“愿意分担”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0260","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T01","普通日常","NF-N1-03","“强势 / 喜欢做主”不是一句话：一个普通周末里，它会变成哪些具体行为？","series_seed_v0.2","unreviewed"
"ST2-0261","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T02","冲突 / 分歧","NF-N1-07","真正有分歧的时候，“强势 / 喜欢做主”会怎么表现？","series_seed_v0.2","unreviewed"
"ST2-0262","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T03","压力 / 行动","NF-N1-07","关系真正遇到压力时，“强势 / 喜欢做主”最后能不能落成行动？","series_seed_v0.2","unreviewed"
"ST2-0263","S04","相处 / 关系方式系列","S04-E01","强势 / 喜欢做主","PF-G09","mapped","T04","共同生活","NF-N1-11","当钱、家务和父母真的进来以后，“强势 / 喜欢做主”到底怎么落到共同生活？","series_seed_v0.2","unreviewed"
"ST2-0264","S05","钱 / 现实条件系列","S05-E01","高收入","PF-A06","mapped","T01","条件代理","NF-N1-06","我想要「高收入」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0265","S05","钱 / 现实条件系列","S05-E01","高收入","PF-A06","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「高收入」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0266","S05","钱 / 现实条件系列","S05-E01","高收入","PF-A06","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「高收入」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0267","S05","钱 / 现实条件系列","S05-E01","收入稳定","PF-A06;PF-D05","mapped","T01","条件代理","NF-N1-06","我想要「收入稳定」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0268","S05","钱 / 现实条件系列","S05-E01","收入稳定","PF-A06;PF-D05","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「收入稳定」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0269","S05","钱 / 现实条件系列","S05-E01","收入稳定","PF-A06;PF-D05","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「收入稳定」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0270","S05","钱 / 现实条件系列","S05-E01","会赚钱","PF-E01;PF-A06","mapped","T01","条件代理","NF-N1-06","我想要「会赚钱」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0271","S05","钱 / 现实条件系列","S05-E01","会赚钱","PF-E01;PF-A06","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「会赚钱」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0272","S05","钱 / 现实条件系列","S05-E01","会赚钱","PF-E01;PF-A06","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「会赚钱」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0273","S05","钱 / 现实条件系列","S05-E01","有房","PF-A07","mapped","T01","条件代理","NF-N1-06","我想要「有房」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0274","S05","钱 / 现实条件系列","S05-E01","有房","PF-A07","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「有房」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0275","S05","钱 / 现实条件系列","S05-E01","有房","PF-A07","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「有房」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0276","S05","钱 / 现实条件系列","S05-E01","有车","PF-A07","mapped","T01","条件代理","NF-N1-06","我想要「有车」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0277","S05","钱 / 现实条件系列","S05-E01","有车","PF-A07","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「有车」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0278","S05","钱 / 现实条件系列","S05-E01","有车","PF-A07","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「有车」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0279","S05","钱 / 现实条件系列","S05-E01","家庭条件好","PF-A08","mapped","T01","条件代理","NF-N1-06","我想要「家庭条件好」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0280","S05","钱 / 现实条件系列","S05-E01","家庭条件好","PF-A08","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「家庭条件好」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0281","S05","钱 / 现实条件系列","S05-E01","家庭条件好","PF-A08","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「家庭条件好」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0282","S05","钱 / 现实条件系列","S05-E01","高学历","PF-A04","mapped","T01","条件代理","NF-N1-06","我想要「高学历」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0283","S05","钱 / 现实条件系列","S05-E01","高学历","PF-A04","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「高学历」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0284","S05","钱 / 现实条件系列","S05-E01","高学历","PF-A04","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「高学历」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0285","S05","钱 / 现实条件系列","S05-E01","名校","PF-A04","mapped","T01","条件代理","NF-N1-06","我想要「名校」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0286","S05","钱 / 现实条件系列","S05-E01","名校","PF-A04","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「名校」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0287","S05","钱 / 现实条件系列","S05-E01","名校","PF-A04","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「名校」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0288","S05","钱 / 现实条件系列","S05-E01","本地人","PF-B01","mapped","T01","条件代理","NF-N1-06","我想要「本地人」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0289","S05","钱 / 现实条件系列","S05-E01","本地人","PF-B01","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「本地人」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0290","S05","钱 / 现实条件系列","S05-E01","本地人","PF-B01","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「本地人」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0291","S05","钱 / 现实条件系列","S05-E01","年龄","PF-A03","mapped","T01","条件代理","NF-N1-06","我想要「年龄」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0292","S05","钱 / 现实条件系列","S05-E01","年龄","PF-A03","mapped","T02","共同生活","NF-N1-05","年龄进入婚恋以后，真正会影响的是生育、人生阶段、照护，还是只是一个筛选数字？","series_seed_v0.2","unreviewed"
"ST2-0293","S05","钱 / 现实条件系列","S05-E01","年龄","PF-A03","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「年龄」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0294","S05","钱 / 现实条件系列","S05-E01","身高 / 身材","PF-A02","mapped","T01","条件代理","NF-N1-06","我想要「身高 / 身材」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0295","S05","钱 / 现实条件系列","S05-E01","身高 / 身材","PF-A02","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「身高 / 身材」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0296","S05","钱 / 现实条件系列","S05-E01","身高 / 身材","PF-A02","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「身高 / 身材」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0297","S05","钱 / 现实条件系列","S05-E01","婚史 / 有无孩子","PF-A09","mapped","T01","条件代理","NF-N1-06","我想要「婚史 / 有无孩子」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0298","S05","钱 / 现实条件系列","S05-E01","婚史 / 有无孩子","PF-A09","mapped","T02","共同生活","NF-N1-05","婚史和孩子进入共同生活以后，真正需要重新协调哪些现实责任？","series_seed_v0.2","unreviewed"
"ST2-0299","S05","钱 / 现实条件系列","S05-E01","婚史 / 有无孩子","PF-A09","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「婚史 / 有无孩子」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0300","S05","钱 / 现实条件系列","S05-E01","负债","PF-B05","mapped","T01","条件代理","NF-N1-06","我想要「负债」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0301","S05","钱 / 现实条件系列","S05-E01","负债","PF-B05","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「负债」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0302","S05","钱 / 现实条件系列","S05-E01","负债","PF-B05","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「负债」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0303","S05","钱 / 现实条件系列","S05-E01","工作稳定","PF-D05;PF-A05","mapped","T01","条件代理","NF-N1-06","我想要「工作稳定」，我真正想解决的到底是什么问题？","series_seed_v0.2","unreviewed"
"ST2-0304","S05","钱 / 现实条件系列","S05-E01","工作稳定","PF-D05;PF-A05","mapped","T02","共同生活","NF-N1-05","进入结婚和共同生活以后，「工作稳定」会在哪些地方真正影响选择？","series_seed_v0.2","unreviewed"
"ST2-0305","S05","钱 / 现实条件系列","S05-E01","工作稳定","PF-D05;PF-A05","mapped","T03","条件拿掉以后","NF-N1-12","如果先把「工作稳定」这个条件拿掉，你最初真正想要的到底是什么？","series_seed_v0.2","unreviewed"
"ST2-0306","S06","家庭 / 原生家庭系列","S06-E01","孝顺","PF-D08","mapped","T01","婚后边界","NF-N1-11","「孝顺」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0307","S06","家庭 / 原生家庭系列","S06-E01","孝顺","PF-D08","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「孝顺」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0308","S06","家庭 / 原生家庭系列","S06-E01","孝顺","PF-D08","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「孝顺」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0309","S06","家庭 / 原生家庭系列","S06-E01","家庭观念强","PF-D02","mapped","T01","婚后边界","NF-N1-11","「家庭观念强」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0310","S06","家庭 / 原生家庭系列","S06-E01","家庭观念强","PF-D02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭观念强」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0311","S06","家庭 / 原生家庭系列","S06-E01","家庭观念强","PF-D02","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「家庭观念强」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0312","S06","家庭 / 原生家庭系列","S06-E01","父母同城","PF-B03","mapped","T01","婚后边界","NF-N1-11","「父母同城」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0313","S06","家庭 / 原生家庭系列","S06-E01","父母同城","PF-B03","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母同城」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0314","S06","家庭 / 原生家庭系列","S06-E01","父母同城","PF-B03","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「父母同城」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0315","S06","家庭 / 原生家庭系列","S06-E01","与父母同住","PF-B03;PF-B01","mapped","T01","婚后边界","NF-N1-11","「与父母同住」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0316","S06","家庭 / 原生家庭系列","S06-E01","与父母同住","PF-B03;PF-B01","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「与父母同住」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0317","S06","家庭 / 原生家庭系列","S06-E01","与父母同住","PF-B03;PF-B01","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「与父母同住」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0318","S06","家庭 / 原生家庭系列","S06-E01","独生子女","PF-B02","mapped","T01","婚后边界","NF-N1-11","「独生子女」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0319","S06","家庭 / 原生家庭系列","S06-E01","独生子女","PF-B02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「独生子女」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0320","S06","家庭 / 原生家庭系列","S06-E01","独生子女","PF-B02","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「独生子女」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0321","S06","家庭 / 原生家庭系列","S06-E01","兄弟姐妹多","PF-B02","editorial_seed","T01","婚后边界","NF-N1-11","「兄弟姐妹多」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0322","S06","家庭 / 原生家庭系列","S06-E01","兄弟姐妹多","PF-B02","editorial_seed","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「兄弟姐妹多」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0323","S06","家庭 / 原生家庭系列","S06-E01","兄弟姐妹多","PF-B02","editorial_seed","T03","育儿 / 协调","NF-N1-11","有孩子以后，「兄弟姐妹多」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0324","S06","家庭 / 原生家庭系列","S06-E01","父母强势 / 介入多","PF-B03;PF-G04","needs_resolution","T01","婚后边界","NF-N1-11","「父母强势 / 介入多」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0325","S06","家庭 / 原生家庭系列","S06-E01","父母强势 / 介入多","PF-B03;PF-G04","needs_resolution","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母强势 / 介入多」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0326","S06","家庭 / 原生家庭系列","S06-E01","父母强势 / 介入多","PF-B03;PF-G04","needs_resolution","T03","育儿 / 协调","NF-N1-11","有孩子以后，「父母强势 / 介入多」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0327","S06","家庭 / 原生家庭系列","S06-E01","父母开明","PF-B03;PF-G04","needs_resolution","T01","婚后边界","NF-N1-11","「父母开明」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0328","S06","家庭 / 原生家庭系列","S06-E01","父母开明","PF-B03;PF-G04","needs_resolution","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「父母开明」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0329","S06","家庭 / 原生家庭系列","S06-E01","父母开明","PF-B03;PF-G04","needs_resolution","T03","育儿 / 协调","NF-N1-11","有孩子以后，「父母开明」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0330","S06","家庭 / 原生家庭系列","S06-E01","家庭关系紧密","PF-B02;PF-D02","mapped","T01","婚后边界","NF-N1-11","「家庭关系紧密」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0331","S06","家庭 / 原生家庭系列","S06-E01","家庭关系紧密","PF-B02;PF-D02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭关系紧密」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0332","S06","家庭 / 原生家庭系列","S06-E01","家庭关系紧密","PF-B02;PF-D02","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「家庭关系紧密」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
"ST2-0333","S06","家庭 / 原生家庭系列","S06-E01","家庭关系简单","PF-B02","mapped","T01","婚后边界","NF-N1-11","「家庭关系简单」进入婚后生活以后，夫妻小家和原生家庭的边界在哪里？","series_seed_v0.2","unreviewed"
"ST2-0334","S06","家庭 / 原生家庭系列","S06-E01","家庭关系简单","PF-B02","mapped","T02","资源 / 照护","NF-N1-07","父母真正需要时间、钱或照护时，「家庭关系简单」会变成什么现实责任？","series_seed_v0.2","unreviewed"
"ST2-0335","S06","家庭 / 原生家庭系列","S06-E01","家庭关系简单","PF-B02","mapped","T03","育儿 / 协调","NF-N1-11","有孩子以后，「家庭关系简单」会给你们带来哪些帮助，又需要重新协商哪些边界？","series_seed_v0.2","unreviewed"
